address,city,hotel_facilities,point_of_interest,property_name,property_type,room_type,hotel_rating
"R/AB/8/1, Raghunathpur (E),  Teghoria Taxi Stand, VIP Road, Kolkata - 700 059 (Near Netaji Subhash Chandra Bose International Airport)",Kolkata,,"Airport Zone, Dum Dum|VIP ROAD -Airport Area|Dum Dum Cantonment Railway Station|Disha Eye Hospital",Welcome Regency,Hotel,Standard Room  Non AC,3.9
"42/3 Race Course Road, Madikeri, Kodagu 571201.",Coorg,Airport Transfer Available / Surcharge|Doctor on Call|Non Smoking Rooms|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|Food Facility|Internet / Fax (Reception area only)|Internet Access|CCTV,Abbey Falls|Omkareshwara temple|Madikeri Bus stand|Madikeri Fort|Madikeri Hockey Stadium|Mercara Downs Golf Club|Madikeri|Head Post Office|Gaddige,Vedanta Wake Up - Madikeri Town Center,Hotel,Non AC - Double Deluxe Rooms,3.3
90 Cuffe Parade,Mumbai,"Scanning services|Beauty Salon|Doctor-on-call|Jewellery Shop|Internet Access|Flight status|Portable printers on hire|Tailor-made itineraries|Lounge|Secretarial services|Handicapped Facilities|Mobile phones; SIM cards on hire|Conference Room|Babysitting, with 24 hours prior notification|Wheelchair Accessible Elevators|Postal &amp; Parcel Services|Ballroom|Disabled Parking|Steam Bath|Gym|WiFi|Sightseeing tours|Banquet Facility|Internet Service|Fitness Center|24-hour in room dining|Analog Dial-Up Dataport|Free Parking|Wireless Data Connection (in Room)|Web cast facility|Souvenir Shop|Translation/interpretation services|Wireless Data Connection|Photocopying|Information kiosk in the Lobby|Bar|Currency exchange|Restaurant|Outdoor Parking|Airport transfers|Front Desk|Shoe shine|Car rentals|Laptops on hire|Facsimile|Business Center|Valet Parking|High Speed Internet Access|Room Service|Jiva spa|No smoking rooms|Meeting Room|Choice of music in-car CDs|Coffee Shop|DVDs on request|Workstations|Cellular phone in-car with one-touch key for ASK services|Elevators|Free Wi-Fi|24-hour Business Centre|Video-conferencing facilities|Travel &amp; Tours desk|Spa|High speed Internet access in meeting spaces|Health Club|Restaurant &amp; theatre bookings|Swimming Pool",Churchgate Station|Navy Nagar|RBI Monetary Museum|Chatrapathi Shivaji International Airport|Nehru Museum|Nehru Space Centre|Colaba Seaside Park|Regal Cinema|Naval Dockyard|Mahalaxmi Racecourse|Gateway of India|World Trade Centre|Sasoon Dock|Domestic Airport|Marine Drive|Colaba Causeway|Phoenix Mall|Jehangir Art Gallery|Atria Mall|NCPA|Chhatrapati Shivaji Terminus|Taraporewala Aquarium|Sterling Cinema|Fashion Street|Colaba|Elphinstone College|Church Gate Railway Station|Consulate General Of The Kingdom Of Bahrain-Mumbai|Radio club|Austria Embassy|Consulate General Of The Republic Of Yemen - Mumbai|The Taj Mahal Palace|St Andrews Church|Brabourne Stadium|Consulado General de Brasil en Mumbai|Chor Bazaar|Wankhede Stadium|Holy Name Cathedral,Vivanta by Taj - President (A Taj Hotel),Hotel,"Deluxe Delight/ City View/ Queen Bed/ 24.6 Sq Mt/ 
Comp Basic Wifi/ El Safe",4.4
CM 08/09 Sector 122 Noida,Noida,Banquet Facilities|Doctor on Call|Front Desk|Parking Facility,Others,Yo Yo Rooms Sector 122 Noida,Hotel,Executive Room,1
"Kodanadu, Paniely P.O.",Ernakulam,Business Center |Doctor on Call|Dry Cleaning|Lobby|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Coffee Shop / Cafe|Campfire / Bon Fire|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,"Fort|Cochin Airport, Nedumbassery|Jewish Synagogue",Whispering Waters Resort And Spa,Resort,Classic Room,3.8
"Katinampat,Near Post Office Krishangiri",Krishnagiri,Doctor on Call|Parking Facilities Available|Outdoor Parking - Secured|Parking Facility|Public Restrooms,Krishnappa Chetti Layout,Weeg Hotel,Hotel,Non A/C Room,
"River Escapes, Near Pallathurathy Bridge, A.C. Road,",Alleppey,Parking Facilities Available|Power Backup|Car Rental,Pallathuruthy,Xandari Riverescapes Houseboat,Houseboat,One Bedroom Houseboat,4.7
"Near airforce circle, Dhibba Para",Jaisalmer,"Laundry Service Available|Local Tour / Travel Desk|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Camel Ride|Guide / Sightseeing Service|Parking Facility",Sam Sand Dunes|Desert National Park,Yokoso Thar Desert Camp,Tent,Swiss Cottage,
"Vellaramkunnu Estate ,Government College Road Chundale Post",Wayanad,Doctor on Call|Parking Facilities Available|Local Tour / Travel Desk|Medical Assistance Available|Parking Facility|Room Service,Kalpetta,Verdure Resort,Resort,Luxury Suite Room,
"NARAYANI  DHAM /TUNGARLI , NR . LAGOONA RESORT, Lonavala 410401",Lonavala,Non Smoking Rooms|Parking Facilities Available|Smoking Rooms|Extra Person / Child - Share the same room|Parking Facility|Room Service,Kamat Restaurant|Shooting Point|Center Point|Wax Museum|Kumar Resort water park|khandala lake|Triose Mall|Bus Stand|Lonavala Railway Station|Amrutanjan Point|Others|Bushy Dam|Tungarli Lake|Lonavla Lake|Narayanidham Mandir|Reversing Station|Bhushi Dam|Bhairavnath Temple|Rajmachi Wildlife Sanctuary,Vrindavan Bungalow 4 BHK- Bungalow,Bungalow,Exquisite 4BHK Bungalow,
"SM-8, Sector-5, Panchkula, Haryana",Panchkula,Swimming Pool|Bar / Lounge |Business Center |Concierge|Doctor on Call|Laundry Service Available|Non Smoking Hotel|Local Tour / Travel Desk|Air-Conditioning - Central|Baggage Room,Mansa Devi Temple|Morni Hills|Cactus Garden|Fun City Amusement Park|Sector 5|Nada Sahib Gurudwara,Welcom Hotel The Bella Vista,Hotel,Deluxe Room,4.3
"Noolpuzha p.o,Kalloor.  Old Chandana Mill  Muthanga,Sulthan Bathery  Wayanad,Kerala",Wayanad,Doctor on Call|Front Desk|Room Service|First-Aid Kit at Front Desk|Public Restrooms,Others,Wayanad Nature Green Villa,Villa,Standard Room,
"Off National Highway 17, Toodalli Village,  Yedthare Post, Shiroor,Kundapura, Udupi 576214.",Udupi,Swimming Pool|Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Table Tennis|Air-Conditioning - Central|Gardens|Nature Walk|Badminttion Court|Parking Facility,Udupi,Wild Woods Spa &amp; Resort,Resort,1 Bedroom Villa with Plunge Pool,4.3
"431/1  2,Hotel Venu Residency, Periyar Colony",Tirupur,Laundry Service Available|Locker Facility|Local Tour / Travel Desk|Room Service (24 Hours)|Internet Access,Avinashi Tiruppur Road,Venu Residency,Hotel,Deluxe,2.3
"Opp. Nagin Club, Lake Road,Nagin Lake, Lal Bazar, Srinagar, Jammu and Kashmir 190011",Srinagar,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup,Nageen Lake Area,Wangnoo Enterprise,Houseboat,Deluxe Room,
"Vithaldas Waddo,Next Boro bora restaurant, Morjim",Goa,Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Hookah Lounge|Luggage Storage|Open Air Restaurant / Dining | Bike on Rent|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Internet Access Free|Spa Services Nearby|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms,Mandrem Beach|Other North Goa Beaches|North Goa|Vagator Beach|Morjim Beach,Xaviers Cafe &amp; Cottages,Cottage,Standard Non A/C Room,4.4
"Opposite DTPC Office,Behind Canara Bank,Boat Jetty Road,Alappuzha",Alleppey,Doctor on Call|RO Water Purification System,Alleppey Railway Station|Others|Alleppey Beach,Venice Castle,Homestay,Deluxe Room,
"#44, Millers Road,Vasanth Nagar, off cunningham road, Near jain hospital.",Bangalore,"Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Electronic / Magnetic Keys|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Extra Person / Child - Share the same room|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|STD / ISD|Baggage Room|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Parking Facility|Restaurant|Room Service|CCTV|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Suites",,Young Island Comforts,Hotel,Standard Room,4.2
7 Oakwood Lane Malibu Towne Sohna Raod Gurgaon,Gurgaon,Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Gardens|Newspapers In Lobby|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service,Alchemist Hospital|Centrum Plaza|Sohna Road,Yes Rooms Malibu Towne,Guest House,Yes Rooms Malibu Towne,4.7
AT HARIHARESHWAR POST HARIHARESHWAR TAL SHRIWARDHAN,Raigad,Doctor on Call|Dry Cleaning|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days,Alibag,VIDHATA,Resort,Standard,
"Near Kotma Tiraha, Banganga Road, Sohagpur,  Shahdol , 484001",Shahdol,Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Parking Facility|Internet Access|Restaurant|Room Service|Public Restrooms|Suites,Balpurwa Chowk,Welcome Inn,Hotel,Executive AC,3.9
Pakyong H.W. Lal Turning East Sikkim,Pakyong,Doctor on Call|Dry Cleaning|Lobby|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days,East Sikkim,viramma retreat sikkim,Hotel,super deluxe,
"Office no.11, 3rd floor, Ganga cascade, north main road, koregaon park , pune",Pune,Front Desk|Food Facility|Parking Facility|Room Service|First-Aid Kit at Front Desk|Public Restrooms,National War Museum|Aga Khan Palace|Inlaks &amp; Budhrani Hospital|Bharat Ratna Swa Rajiv Gandhi Hospital|Phoenix mall|Jogeshwari Temple|Shree Hospital|Poona Club Golf Course|Ghorpuri Railway Station|Shri Mahalaxmi Mandir|Koregaon Park|Inorbit Mall|Nitesh Mall koregaon park|Wadia College|Osho Ashram|Inlaks & Budhrani Hospital,Vosiv Suites by Magnus Service Apartements,Service Apartment,Deluxe Room,
"dhar ki ber ,Near central bank dharampur 173209",Kasauli,Internet Access Free,Bon Monastry|Lower Mall|Upper Mall|Manki Point|Dharampur|Kasauli Brewery|Gilbert Trail|Toy Train,yamini home stay,Homestay,TWO BEDROOM COTTAGE,
"New Bus stand NH 17(66), Kumta",Gokarn,Doctor on Call,Om Beach Road,Varada International - Kumta,Hotel,Single Bed Room,
"At Post Karde, Dapoli, Ratnagiri, Maharashtra",Dapoli,,Suvarnadurg and Kanakdurg Forts|Kadyavarcha Ganpati|Karde,WHISTLLING PALM BEACH RESORT,Resort,AC ROOM,
Near Hill Petrol Bunk Ooty Mysore Main Road The Nilgiris,Ooty,Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Major Credit Cards Accepted|24 Hour Front Desk|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,,Waves Inn Cottage,Cottage,Standard,2.4
Conoor Main Road  Ooty,Ooty,,JSS College of Pharmacy|ATC Bus Stand|Sri Muneeshwaran temple|Doddapetta Peak|Murugan Temple|Ooty Botanical Garden|Rose Garden|Ooty Tea Factory|Toda Temple|Others|Vijayaraj Hospital,Venus Residency,Homestay,Double Room,2.4
"Majkhali, On main Ranikhet - Almora Road, Ranikhet",Ranikhet,Banquet Facilities|Barbecue Area|Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Table Tennis|Welcome Drinks|Power Backup|Wedding Services Facility|Wake-up Call / Service|Conference Facility |Pool Table|Nature Walk|Vegetarian Food / Jain Food Available| Drivers Rest Room|Internet Access Free|Family Room|STD / ISD|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Room Service,Kathgodam|Binsar Mahadev Temple|Jhoola Devi Temple|Majkhali|Nainital|Ranikhet Market|Khairna|Ram Mandir|Haidakhan Temple|Katarmal (Sun Temple),Woodsvilla Resort,Resort,Deluxe Room,4.4
"8-21 , Marudhar Vihar , Khatipura Circle",Jaipur,Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Massage Services |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Board Room|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Party hall|Baggage Room|RO Water Purification System|Outdoor Parking - Secured,Amer Fort|Hawa Mahal|Nahargarh Fort|Jal Mahal|Statue Circle|Pink City|Station Area/Sindhi Camp|Triton Mall|Vaishali Circle Bus Stop|Raj Mandir Cinema|BAPS Shri Swaminarayan Mandir,Yash Regency,Hotel,Regency Deluxe Room,4.2
"Kirloskar Road, Opposite To Nucleus Mall",Belgaum,Doctor on Call|Parking Facilities Available|Power Backup|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,Kirloskar Road,Western Tower Hotel,Hotel,Double Bed Room AC,
"Village Classic cottage,Simsa manali 3 Km from mall road . 2 km from Volvo stand",Manali,Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Wake-up Call / Service|Suitable For Children|Kitchen available (home cook food on request)|Nature Walk| Bike on Rent|Horse Ride ( Chargeable ) |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Newspapers In Lobby|Room Service (24 Hours)| Cook Services|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility,Guru Gobind Singh Ji Gurudwara|Lady Willingdon Hospital|Village Simsa,Village Classic Cottage,Cottage,Deluxe Room,3.8
"Opp. Nagin Club, Nagin Lake",Srinagar,Airport Transfer Available / Surcharge|Doctor on Call|Power Backup|Room Service,University of Kashmir|Nagin Lake|Kashmir Tibbia College Hospital &amp; Research Centre|SKIMS Hospital|Hazratbal Dargah Sharif|Jawahar Lal Nehru Memorial Hospital|Srinagar Sonamarg Angling Region|Hari Parbat Fort|Nageen Lake Area|Kashmir Tibbia College Hospital & Research Centre,WelcomHeritage Gurkha Houseboats,Houseboat,Deluxe Room,3.9
"Zachariya Bazar, Alappuzha,",Alleppey,Medical Assistance Available|Boating| Cook Services|Parking Facility|Room Service,Champakulam Church|Others,Vrindavan Houseboat (3 Bedroom),Houseboat,3 BHK,
"Dhanalakshmipuram, Central Studio Rd, Anugraha Garden, Kallimadu",Coimbatore,Internet Access - Surcharge|Parking (Surcharge)|Outdoor Parking - Secured,Singanallur Railway Station|Avinashi Road,Vetri Apartment,Service Apartment,Standard,
PLAZA TRANQUIL ACRES 200 FEET MMRD ROAD NEAR concentrix company kovilambakkam,Chennai,Swimming Pool|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Front Desk|Locker Facility|Power Backup|Gardens|Internet Access Free|Parking Facility|Room Service,"Airport Area, Pallavaram|Vijayanagaram Bus Stand",VIRGO COMFORT HOMES,Service Apartment,EXECUTIVE,
"H.NO.694-A, MORJIM - ASHVEM ROAD MORJIM, PERNEM GOA.",Goa,Airport Transfer Available / Surcharge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk| Bike on Rent|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service,Mandrem Beach|Other North Goa Beaches|North Goa|Morjim Beach,White Feather Guest House,Guest House,Deluxe,2.9
"Mendes Mansion , 1st Floor , Opp.Annapurna Hotel , Mormugao , Vasco - da - Gama",Goa,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Laundry Service Available|Front Desk|24 Hour Front Desk|Smoking Rooms|ATM / Banking| Bike on Rent|Car Rental|Taxi Services|Room Service (24 Hours)|Guide / Sightseeing Service|Outdoor Parking - Non Secured|Internet Access|Room Service|CCTV|Paid Transfers,Vasco-da-Gama Railway Station|South Goa|Vasco Da Gama|Marmagao Seaport,Westend Hotel,Hotel,Deluxe AC Room,2.4
"Victory Dawn, Rids Dale Road, Fort Cochi                                        Cochin-682 001",Cochin,Airport Transfer Available / Surcharge|Doctor on Call|Internet Access - Surcharge|Library|Front Desk|Non Smoking Hotel|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Separate Sitting Area|Multi - Line Phone|Express Laundry|Internet Access Free|Internet / Fax (Reception area only),Vasco De Gama Square|Bolgatty Palace|Jewish Synagogue,Victory Dawn,Bungalow,Deluxe Room,
